Artist,Album,Format,Label,Quantity,PhotoURL,More_Info
Teammate/Mike Taylor,"""Electric Feel""/""Sweetness""","7"" Vinyl",Rostrum Records,1030,http://recordstoreday.com/Photo/418458060513:284,"Split single with TeamMate's cover of Jimmy Eat World's ""Sweetness"" and Mike Taylor's cover of MGMT's ""Electric Feel"" on black vinyl."
Tegan And Sara/The Regrettes,Back In Your Head Side By Side,Single,Warner Bros.,2700,http://recordstoreday.com/Photo/418458059810:284,"Continuing in the now-classic Side By Side Series for Record Store Day 2017, this single features both Tegan and Sara and The Regrettes taking on ""Back In Your Head""."
Thrice,Sea Change,"7"" Vinyl",Vagrant Records,2500,http://recordstoreday.com/Photo/418458059894:284,"This exclusive 7"" includes ""Sea Change,"" a b-side from the To Be Everywhere Is To Be Nowhere sessions and a live version of ""Black Honey""."
The Time,What Time Is It?,LP,Rhino/Warner Bros.,2500,http://recordstoreday.com/Photo/418458059865:284,"Despite showing similarities with the debut album, The Time's second effort What Time Is It? offers three boasting, extended synth-funk jams (""Wild and Loose"", ""777-9311"" and ""The Walk"") that are undoubtedly much better than those on the first album and an exceptional humorous ballad as well (""Gigolos Get Lonely Too""). The album was recorded at Sunset Sound and at Prince's Minneapolis home studio. What Time Is It? represents The Time's best developed album overall, much more fully developed than its predecessor, and it is particularly appreciated by fans of Prince's early works."
Peter Tosh,Legalize It!,LP,Brookvale Records,2000,http://recordstoreday.com/Photo/418458060708:284,"Peter Tosh's legendary album, reissued for Record Store Day in the colors of Jamaica: red, yellow, green striped vinyl, with SCRATCH AND SNIFF inner sleeve. Limited to 2000, Gold Foil Stamped and Numbered. Fully remastered and sounds INCREDIBLE for a colored vinyl release."
TOTO,Africa,"12"" Picture Disc",Sony Legacy,2500,http://recordstoreday.com/Photo/418458060048:284,"Two of Totoês biggest hitsãthe chart-topping –Africa” and Grammy Award-winning smash –Rosanna”ãreturn to vinyl on a special recreation of a limited edition, die-cut, Africa-shaped picture disc originally released in 1982, featuring a map of the continent on the A-side and an image of actress Rosanna Arquette, the inspiration for –Rosanna,” on the B-side. This is the first release in celebration of the 40th anniversary of Toto, one of the best-selling and most virtuosic rock bands of all time."
John Trudell,AKA Grafitti Man,2 x LP,Inside Recordings,2000,http://recordstoreday.com/Photo/418458059801:284,"Trudell's iconic 1992 album, lauded by Bob Dylan as the best album that year in Rolling Stone (Dylan and the Grateful Dean also played it during show intermissions on their 1992 summer tour). RSD would get an exclusive LP of the album, which would also contain bonus digital video about the Dakota Pipeline. 2xLP / 180g - translucent red vinyl. A portion of the label proceeds would go to the Standing Rock Sioux Tribe to help support the efforts against the Dakota Pipeline (Trudell, who passed away late last year, was a Dakota Native American)."
The Turtles,More Golden Hits,LP,Manifesto,1200,http://recordstoreday.com/Photo/418458059982:284,A mono reissue on gold vinyl for the Turtles 1970 album.
Two Door Cinema Club,Live at KCRW Morning Becomes Eclectic,"12"" Vinyl",Glassnote,3000,http://recordstoreday.com/Photo/418458060542:284,Recorded 10/26/16 at KCRW for Morning Becomes Eclectic
U-Roy,Dread In A Babylon,LP,Get On Down,1000,http://recordstoreday.com/Photo/418458059984:284,"U-Roy was a true reggae pioneer, dubbed The Originator for good reason. Bursting onto the Jamaican scene in the earliest 1970s, he pioneered the vocal approach called –toasting,” which in addition to branching out Jamaican music into a new era, was also heavily influential on an American genre in its infancy: rapping. U-Royês style and charisma are always on display, and _ as with all of his classic records _ the groove rules all. Presented for Record Store Day 2017 on black vinyl with a poster of the glorious, ganja-drenched cover art, itês the perfect chance to revisit one of the more underrated voices in Jamaican musical history."
U2,Red Hill Mining Town,"12"" Picture Disc",Island Records,7000,http://recordstoreday.com/Photo/418458061148:284,"To coincide with the 30th anniversary of U2ês iconic album The Joshua Tree, Island Records will release a 2017 mix of •Red Hill Mining Townê on limited edition 12” picture disc, featuring the classic photography of Anton Corbijn in colour. The previously unreleased mix is by Steve Lillywhite, who produced the bandês critically acclaimed debut, •Boyê. •Red Hill Mining Townê is famously –the single that never was”, originally discussed as the second single from The Joshua Tree but then put to one side at the last minute in favour of •I Still Havenêt Found What Iêm Looking Forê. The Joshua Tree went to #1 in the U.K, U.S., Ireland and around the world, selling in excess of 25 million albums, and catapulted Bono, The Edge, Adam Clayton and Larry Mullen Jr –Ä from heroes to superstars” (Rolling Stone). "
Various Artists,The Rough Guide To Bollywood The Psychedelic Years,LP,World Music Network,1200,http://recordstoreday.com/Photo/418458059909:284,"In the 1960s and 1970s Bollywood composers adventurously adopted the trippy guitars, spiralling synthesizers and ethereal vocals of psychedelia and mixed it with lusciously over-the-top Indian orchestrations. Jewels featured include songs by Asha Bhosle, Lata Mangeshkar and Mohammed Rafi. This limited edition LP includes a download card giving you high quality mp3 versions of all the tracks from this record, as well as bonus Bollywood tracks."
Various Artists,Ciao! Manhattan Original Motion Picture Soundtrack,LP,Cinewax/Light In The Attic,2700,http://recordstoreday.com/Photo/418458060429:284,"* Official Record Store Day title * Limited to 3,000 copies on –Angel Shock” color wax * Never before released in any format * Audio restored and remastered from original film transfers * LP housed in a deluxe gatefold Stoughton tip-on jacket * Includes 20-page book with rare archive photos and liner notes Q&A with writer/director David Weisman Edie Sedgwick was the true –It Girl” of the Pop Art age; a woman who famously said she wanted ""to turn the world on just for a moment"". Part of Andy Warhol's Factory for a year in the mid-'60s, she is widely believed to have inspired The Velvet Underground's –Femme Fatale” as well as Bob Dylan's –Leopard-Skin Pill-Box Hat” and –Just Like A Woman”. 1973's Ciao! Manhattan, the model and actor's final film, gave some indication of why she inspired such devotion. Written and directed by Factory affiliates John Palmer and David Weisman, the movie tells a quasi-fictionalised account _ a chronicle š clef in Weisman's words _ of Sedgewick's journey from New York to Santa Barbara. In the film, Sedgwick is Susan Superstar, a New Yorker who winds up living in a drained Santa Barbara swimming pool in a narcotic daze, life and art just a hair away from each other. Shot over a five year period, Sedgwick died of a barbiturate overdose at the age of 28 before filming wrapped in 1971. For a movie starring some of rock's great muses, the soundtrack fittingly features cult figures of the era: Richie Havens (–Shouldn't All The World Be Dancing”, –To Give All Your Love Away”, –I Canêt Make It Anymore”), John Phillips (–Malibu People”) and Byrds/Flying Burrito Brothers member Skip Battin, who performs Kim Fowley's –Citizen Kane”. Other artists are less well-known, including actor Kim Milford, who sings the stirring –Justice”, and Factory man Gino Piserchio, an artist and dear friend of Weisman, whose synthesizer compositions anchor the score. Never before released in any format, this long-overdue pressing includes all of the above plus selected dialogue from the film, each snippet like a beat poem in its own way. The Village Voice once called Ciao! –The Citizen Kane of the drug generation""; deeply evocative of the era, the mood of the soundtrack captures the psychedelic spirit of the film, as well as the darkness and tragedy that characterized Edie's life."
Various Artists,The Rough Guide To Delta Blues,LP,World Music Network,1200,http://recordstoreday.com/Photo/418458059908:284,"The most influential of all the blues forms, Delta blues laid the foundations for what was to become rock and roll. Born in the punishing and poverty stricken environment of the Mississippi Delta, This Rough Guide traces its early origins with classic tracks by many delta legends as well as lesser known artists shrouded in mystery. Includes a digital download card which contains extra tracks."
Various Artists,Dogfish Head Presents: Music To Drink Beer To 3rd Edition,LP,Sony Legacy,2000,http://recordstoreday.com/Photo/418458060051:284,"Music To Drink Beer To 3rd Edition is the latest limited-edition compilation put together by longtime friends Sam Calagione of Dogfish Head and Adam Block of Sony Musicês Legacy Recordings. Sam, whoês in the beer business and a raging music geek, and Adam, whoês in the music business and a raging beer geek, sat down over a few beers and a stash of well-worn vinyl and picked some of their favorite tracks from the Legacy catalog. "
Various Artists,Dr. Who and the Pescatons/Sound Effects,2 x LP,AEC Imports/Demon,2000,http://recordstoreday.com/Photo/418458059975:284,"After the success of the Record Store Day 2016 exclusive, Genesis Of The Daleks, Demon Records is proud to present this vinyl reissue of the soundtrack for Doctor Who & The Pescatons on 180g Pescaton Green vinyl. As an added bonus the gatefold release also comes with Dr Who Sound Effects on Orange vinyl. With the original artwork for each release back to back this is a must for any Dr Who fan."
Various Artists,Fawlty Towers,"12"" Picture Disc",AEC Imports/Demon,2000,http://recordstoreday.com/Photo/418458059976:284,"Created by John Cleese and Connie Booth, Fawlty Towers is a classic BBC programme from the 1970s. In 2000 the British Film Institute ranked it number 1 in the 100 Greatest British Television Programmes list. For Record Store Day 2017, Demon Records is proud to present this limited edition Fawlty Towers picture disc, featuring two of the most highly rated episodes ever: the classic ""Mrs Richards"" backed with ""Hotel Inspectors""."
Various Artists,Giant Single: Profile Records Rap Anthology V1,2 x LP,Sony Legacy,2500,http://recordstoreday.com/Photo/418458060049:284,"While New York-based Profile Records was conceived as a home for disco when it was founded in 1979, the fledgling label caught on to the hip-hop movement as the 1980s dawned, releasing pioneering tracks by Dr. Jeckyll & Mr. Hyde, Rammelzee vs. K-Rob, Run-DMC, Dana Dane and more. Giant Single: The Profile Records Rap Anthology Vol. 1 spotlights the early influence of one of rapês true super-powered indie labels, with fifteen classic jams on double red vinyl!"
Various Artists,Girls In The Garage - Oriental Special - Volume 9,LP,Past & Present,1400,http://recordstoreday.com/Photo/418458060723:284,"With the eventual rise of bands such as Dara Puspita and an overall excitement and impatience to form a band, the Asian continent stirred with the sound of rock and roll thanks to the arrival of The Beatles and The Rolling Stones. Assisted by Rediffusion and various other British colonial networks, the sound and the fury were being absorbed by a new generation. Where else will you hear a Mandarin Nancy Sinatra chewing on ""Sugar Town""? Or an indescribably baffling masterpiece of Chinese bubble-gum? Toss away your potential pop prejudice and absorb the hidden treasures of life in an esteemed selection of forgotten 45s from the Far East. Past and Present present an Oriental twist on pop with professionally re-mastered original audio. Limited edition, 180 gram colored vinyl; Hand-numbered sleeve; Includes insert with expanded liners, and a plethora of rare archival photos."
Various Artists,How Far I'll Go (From Moana),"10"" Picture Disc",Walt Disney Records,3000,http://recordstoreday.com/Photo/418458060524:284,"From Walt Disney Animation Studios comes –Moana,” an animated adventure about a spirited teenager who sails out on a daring mission to prove herself a master wayfinder and fulfill her ancestorsê unfinished quest. Including two key moments from the film, –How Far Iêll Go” Moanaês key anthem performed by Auli`i Cravalho, and the demi-god Maui's –Youêre Welcome” performed by Dwayne Johnson, this RSD picture disc vinyl release features beautiful images of the two main characters from the hit family film of 2016."
Various Artists,Just Say 50: Sire Records 50th Anniversary Box Set,4 x LP,Sire,2500,http://recordstoreday.com/Photo/418458059839:284,"A 4 LP, limited edition, numbered box set exclusive that celebrates the 50th anniversary of the legendary and influential Sire Records label, co-founded in 1967 by Seymour Stein. The compilation spans the years 1969 to 1995, and features 46 artists, including early releases from Climax Blues Band and the label's first #1 hit, ""Hocus Pocus"" by Dutch band Focus, plus all the key artists from Sire's amazing history: Madonna, Talking Heads, The Ramones, The Smiths, The Pretenders, Depeche Mode, Echo & The Bunnymen, The Cult, Ice T, k.d. lang, Seal, The Replacements, Wilco and the list goes on and on."
Various Artists,"Like Nashville In Naija: Nigeriaês Romance with Country Music, Yesterday and Today",2 x LP,Comb & Razor Sound,1200,http://recordstoreday.com/Photo/418458059997:284,"Country music is big in Africa. Yes, we realize how absurd that probably sounds to most ears, but itês really true: American country & western records have been tremendously popular and deeply beloved across the continent for almost a century. The people of the West African nation of Nigeria have long been not only voracious consumers of country music, but fairly enthusiastic performers of it as well. Cowboy songs have remained a consistent part of most bandsê live repertoire, but relatively few artists have dedicated themselves to actually recording country music. They did exist, though; mostly in the1970s and 80s, but they were rarely heard outside the country, and in the intervening years, most of their output has fallen through the cracks of posterity, forgotten even by ardent music fans at home. Until now. Like Nashville in Naija: Nigeriaês Romance with Country Music, Yesterday and Today collects some of the best country recordings as a loving tribute to Nigeriaês cowboy troubadours of yore."
Various Artists,Like a Drunk In A Midnight Choir--Record Store Day Celebrates the Music of Leonard Cohen,LP,Record Store Day,2500,http://recordstoreday.com/Photo/418458059947:284,"Record Store Day brings eleven artists together to celebrate the life and music of Leonard Cohen, with proceeds of the sales of each album going to Pablove, an organization devoted to fighting childhood cancer with love."
Various Artists (featuring Mike Watt),Balkans-Pedro Four-Way,"7"" Vinyl",ORG Music,1800,http://recordstoreday.com/Photo/418458059816:284,"Mike Watt is at it again with more international co-conspirators, this time from the Balkans. This one-of-a kind release brings together four bands from four countries, all covering each others songs. The bands hail from Zagreb, Skopje, Belgrade, and of course Watt's own San Pedro, CA. They all share a common ethos and a deep connection to the punk rock and post-punk tradition of their respecitive countries. The limited edition 7"" vinyl release features never-before heard recordings, and will be available exclusively for Record Store Day 2017."
Various Artists,Mind of a Genius Vol. 1,LP,Warner Bros.,2200,http://recordstoreday.com/Photo/418458059841:284,"Mind of A Genius Records presents the first in a series of samplers featuring tracks from ZHU, Gallant, THEY, Klangstol, and KWAYE (two unreleased songs)."
Various Artists,Nuggets: Come To The Sunshine: Soft Pop Nuggets from the WEA Vaults,2 x LP,Rhino/Warner Bros.,2800,http://recordstoreday.com/Photo/418458059863:284,"Originally released as a 2004 compilation by Rhino Handmade, one of two new compilations using the Nuggets name. The title comes from the first track, ""Come To The Sunshine"" performed by Harpers Bizarre. This orange/yellow marble double vinyl set follows the Record Store Day 2016 release Hallucinations: Psychedelic Pop Nuggets from the WEA Vaults."
Various Artists,Pineapple Express (Original Movie Soundtrack),2 x LP,Phineas Atwood/Lakeshore Records,1800,http://recordstoreday.com/Photo/418458061135:284,"Pineapple Express starred James Franco and Seth Rogen, and its soundtrack makes its vinyl debut. Features music from the film including Cypress Hill, Humble Pie, Public Enemy and Huey Lewis. Original score by Graeme Revell (Street Kings, Sin City, The Crow)"
Various Artists,Where The Pyramid Meets The Eye--A Tribute To Roky Erickson,2 x LP,Sire,2000,http://recordstoreday.com/Photo/418458060709:284,"Originally issued in 1990, this tribute album to the founder of the 13th Floor Elevators is a favorite of record stores and fans who wish to own Erickson's definition of psychedelic music. Includes Doug Sahm, ZZ Top, the Butthole Surfers, T-Bone Burnett and a host of other great artists. It's a loving tribute to Roky, a man who influenced so many of his peers and became a hero to a whole new generation of musicians. Conceived by Sire Records president and long time fan Bill Bentley, the record was created as a means to widen Roky's audience and aid in the financial woes he experienced later in life. Double vinyl remaster housed in a gatefold sleeve, includes three extra tracks previously only available on the original cassette release."
Various Artists,Soul Slabs Volume 1,2 x LP,Colemine Records,2000,http://recordstoreday.com/Photo/418458060878:284,"A selection of 22 tracks from pulled from the 7-inch catalog of Colemine Records, a label steeped in modern groups recording deep funk and soul music, similar to Daptone Records."
Various Artists,Space Jam: Music From and Inspired By The Motion Picture,2 x LP,Atlantic Catalog Group,3500,http://recordstoreday.com/Photo/418458059881:284,"Soundtrack to the 1996 animated sports comedy film Space Jam starring Michael Jordan and the Looney Tunes Cartoon characters. The soundtrack features hits from R. Kelly (""I Believe I Can Fly""), Seal (""Fly Like An Eagle""), Coolio (""The Winner""), and Salt N Pepa (""Upside Down"" (Round-N-Round)) "
Various Artists,Stories for Ways & Means,LP,Waxploitation,2000,http://recordstoreday.com/Photo/418458060005:284,"Waxploitation Records founder Jeff Antebi asked his favorite artists from the worlds of music and the visual arts to collaborate on original childrenês stories for a multi-media –literary mixtape”.  Those pairings can be found in the 350 page book Stories For Ways & Means and includes stories from Jim James, Nick Cave, Frank Black, Justin Vernon, Laura Marling, Devendra Banhart, Alison Mosshart as well as paintings/illustrations from Anthony Lister, James Jean, Dan Baldwin, Swoon, Will Barras, Ronzo, Kai & Sunny and more.  For Record Store Day 2017, Waxploitation has created a limited edition artifact of narrations from the book on 12” colored vinyl (with an insert containing an excerpt from the book) with special guests like Zach Galifianlis, Danny Devito, Nick Offerman, King Krule, D.R.A.M., and more!"
Various Artists,Really Rock 'Em Right: Sun Records Curated By Record Store Day Volume 4,LP,ORG Music,3500,http://recordstoreday.com/Photo/418458059915:284,"This limited edition compilation LP was taken from the classic Sun Record Company catalog by participating RSD stores, and marks the fourth installment of the 'Sun Records Curated by Record Store Day' series. The track list was carefully curated by the hardworking people in record stores themselves. This Record Store Day 2017 exclusive release is limited to 4,000 copies worldwide and features songs from artists like Howlin' Wof, Ma Rainey, Jerry Lee Lewis, and Johnny Cash, to name a few."
Various Artists,We're Gonna Have A Party! The Soul of Wand Records,LP,Sundazed Music,1060,http://recordstoreday.com/Photo/418458060015:284,Rare and danceable cuts of soul from the Wand Records catalog. A follow-up to the Scepter Soul release that came out on Black Friday 2016.
Townes Van Zandt,Live at Austin City Limits,LP,Fat Possum Records,2500,http://recordstoreday.com/Photo/418458060004:284,"The 1976 Austin City Limits television performance shows Townes Van Zandt at his best. Sharp and effortless guitar seamless with an intense delivery of his worlds. His eyes often closed, but baring his soul, as he delivers his songs to the audience."
Vangelis,Blade Runner Original Soundtrack,LP Picture Disc,Atlantic Catalog Group,3500,http://recordstoreday.com/Photo/418458059824:284,"2017 sees the 35th anniversary of the original release of Ridley Scott's 1982 cult film Blade Runner. The original soundtrack, composed by Vangelis will be released on picture disc for the first time, housed within a die-cut single sleeve jacket."
Venom,At War With Satan,LP Picture Disc,BMG,1500,http://recordstoreday.com/Photo/418458059807:284,"Limited edition picture disc of the clasic 1984 semi-concept album that tells the story of a war between Heaven and Hell, which the latter side wins."
The War On Drugs,Thinking of A Place,"12"" Vinyl",Atlantic,5500,http://recordstoreday.com/Photo/418458059831:284,Thinking of A Place is the first new music from The War On Drugs since the release of their critically acclaimed album 2014 album Lost In The Dream. Available on 45 rpm-mastered vinyl exclusively for Record Store Day 2017.
John Williams,Star Wars: A New Hope,"10"" Vinyl",Walt Disney Records,4000,http://recordstoreday.com/Photo/418458060522:284,In celebration of the 40th Anniversary of Star Wars –A New Hope” this nostalgic 10” RSD exclusive features two tracks from John Williamsê incomparable score from the film that kicked off a legendary franchise.
The Wipers,Better off Dead,"7"" Vinyl",Jackpot Records,2000,http://recordstoreday.com/Photo/418458059949:284,"First ever recordings of historic NW band The Wipers, originally released in 1978 and reissued here for the first time, with original artwork."
Link Wray,Beans and Fatback,LP,Tidal Waves Music,2500,http://recordstoreday.com/Photo/418458060430:284,"Tidal Waves Music presents exclusively for Record Store Day 2017: LINK WRAY •BEANS AND FATBACKê Fred Lincoln •Linkê Wray, Jr. (1929-2005) born of Shawnee Native American parents was an American rock and roll guitarist, songwriter and vocalist who became popular in the late 1950s.Though he began in country music, his musical style went on to consist primarily of rock and roll, rockabilly and instrumental rock. Building on the distorted electric guitar sound of early records, his 1958 instrumental hit ""Rumble"" (banned in New York and Boston for fear it would incite teenage gang violence) popularized ""the power chord” which laid the foundation to modern rock music.Building on the distorted electric guitar sound of early records, his 1958 instrumental hit ""Rumble"" (banned in New York and Boston for fear it would incite teenage gang violence) popularized ""the power chord” which laid the foundation to modern rock music.This is where the •Beans and Fatbackê sessions were recorded in 1971, making it part of what we now know as the •Shack Trilogyê together with the albums •Link Wrayê & •Mordicai Jonesê.Producer Steve Verroca had, allegedly, stolen the demo tapes of Beans and Fatback and sold them to Virgin Records who later withdrew the album.Beans and Fatback is made out of fantastic Americana blended blues, country, gospel, Native American chants, folk rock and traditionals such as •Hobo Manê and •Georgia Pinesê (the latter a rewrite of Lead Bellyês •In the Pines).Link Wray leaves a legacy as big as his career: Rolling Stone placed Wray at No. 45 of the 100 greatest guitarists of all time and in 2013 he was a nominee for the Rock and Roll Hall of Fame. Pete Townshend of The Who once said, ""If it hadn't been for Link Wray and 'Rumble,' I never would have picked up a guitar."" Other musicians citing him as a major influence are Iggy Pop, Neil Young & Jimmy Page (amongst others).Originally released on Virgin Records in 1973, this is the first time the album gets a vinyl release outside of Europe. Now available as a gorgeously packaged deluxe vinyl edition, exclusively for Record Store Day 2017. Strictly limited to 2500 copies. "
Yes,90125,LP Picture Disc,Atlantic Catalog Group,2500,http://recordstoreday.com/Photo/418458059799:284,"Bestelling album from Yes, 90125, originally released in 1983, represented a remarkable self-reinvention of the English prog-rock band, that positively surprised both their fans and their critics. The slick production of Trevor Horn, the trademark vocals of returning founding member Jon Anderson and the new energy infused by the distinctly '80s guitar sound of Trevor Rabin created the perfect mix for Yes' resurgence. 90125, which features the hit ""Owner of a Lonely Heart"" will be available on picture disc for the first for Record Store Day 2017."
Neil Young,Decade,3 x LP,Reprise,5000,http://recordstoreday.com/Photo/418458059838:284,"A remastered reproduction of the original 3 X LP release, including two photo reproductions by Henry Diltz"
The Zombies,"""I Want You Back""","7"" Vinyl",BMG,1250,http://recordstoreday.com/Photo/418458060707:284,"A 7"" that spans fifty years with one song, ""I Want You Back"" as The Zombies performed it in 1965 and 2015."
The Zombies,"""A Rose For Emily"" / ""This Will Be Our Year""","7"" Vinyl",Varese,2200,http://recordstoreday.com/Photo/418458060071:284,"2017 is the 50th anniversary of The Zombies' Odessey and Oracle, a Rolling Stone Top 100 album of all-time, and the band's seminal release. In preparation for a 50th anniversary deluxe CD of O&O, a never before released version of ""A Rose For Emily"" with cello accompaniment was discovered, and it is lovely. The b-side of this 7"" features the original version of ""This Will Be Our Year."" The song is featured in Starbucks' 2016 holiday campaign, exposing the classic song to a new generation of listeners. The 7"" comes on pink vinyl. The Zombies will embark on a North American tour in 2017 playing the entire O&O album, with the first 28 dates already announced. They are also a finalist to be inducted into the Rock N Roll Hall of Fame."
